,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
2712,Other,1263.0,2.0,1.0,93.32,2.0,7388.76
2713,KR Puram,1255.0,3.0,0.0,69.315,3.0,5523.11
2714,Kengeri Satellite Town,1043.0,2.0,2.0,65.0,2.0,6232.02
2715,Hennur,1255.0,2.0,2.0,53.5,2.0,4262.95
2716,JP Nagar,1300.0,2.0,0.0,93.865,2.0,7220.38
2717,Chandapura,590.0,1.0,0.0,13.57,1.0,2300.0
2718,Yelahanka,1550.0,3.0,1.0,120.0,3.0,7741.94
2719,Sarjapur  Road,1220.0,3.0,3.0,56.0,3.0,4590.16
2720,Other,1900.0,3.0,3.0,160.0,3.0,8421.05
2721,Other,1360.0,3.0,3.0,55.0,3.0,4044.12
2722,Other,1100.0,2.0,1.0,75.0,2.0,6818.18
2723,8th Phase JP Nagar,1455.0,3.0,2.0,73.31,3.0,5038.49
2724,KR Puram,1035.0,2.0,1.0,40.5,2.0,3913.04
2725,Harlur,1152.0,2.0,2.0,69.0,2.0,5989.58
2726,Bellandur,1299.0,2.0,2.0,82.0,2.0,6312.55
2727,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0,6482.28
2728,Rachenahalli,1050.0,2.0,2.0,52.5,2.0,5000.0
2729,Pai Layout,1050.0,2.0,2.0,40.0,2.0,3809.52
2730,Vittasandra,1246.0,2.0,1.0,67.4,2.0,5409.31
2731,Other,1929.0,3.0,2.0,115.0,3.0,5961.64
2732,Hennur,1285.0,2.0,1.0,60.0,2.0,4669.26
2733,Margondanahalli,1200.0,2.0,0.0,65.0,3.0,5416.67
2735,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3.0,9189.19
2736,Sompura,1025.0,2.0,0.0,37.0,3.0,3609.76
2737,Malleshwaram,1124.0,3.0,2.0,80.0,2.0,7117.44
2738,Balagere,1012.0,2.0,1.0,54.59,2.0,5394.27
2740,8th Phase JP Nagar,871.0,2.0,2.0,55.0,2.0,6314.58
2741,Other,1020.0,2.0,2.0,40.0,2.0,3921.57
2742,Rachenahalli,1550.0,3.0,3.0,73.5,3.0,4741.94
2744,Akshaya Nagar,1410.0,2.0,2.0,80.0,3.0,5673.76
2746,Whitefield,1118.0,2.0,1.0,75.0,2.0,6708.41
2747,Thanisandra,1098.0,2.0,1.0,68.0,2.0,6193.08
2748,Kanakapura,1130.0,2.0,1.0,45.2,2.0,4000.0
2749,Sarjapur  Road,1145.0,2.0,2.0,75.0,2.0,6550.22
2750,Kadugodi,950.0,3.0,1.0,80.0,3.0,8421.05
2751,Other,1051.0,2.0,1.0,33.0,2.0,3139.87
2753,Marathahalli,1102.0,2.0,2.0,53.67,2.0,4870.24
2754,Jalahalli,1478.0,2.0,2.0,125.0,2.0,8457.37
2755,Chandapura,645.0,1.0,1.0,16.45,1.0,2550.39
2756,Hebbal,823.0,2.0,1.0,50.63,2.0,6151.88
2757,Abbigere,880.0,2.0,1.0,35.0,2.0,3977.27
2759,Budigere,1991.0,4.0,2.0,100.0,3.0,5022.6
2760,TC Palaya,1100.0,3.0,1.0,50.0,3.0,4545.45
2761,Gubbalala,1745.0,3.0,2.0,115.0,3.0,6590.26
2763,Begur Road,680.0,4.0,1.0,68.0,3.0,10000.0
2764,Other,1100.0,2.0,1.0,70.0,2.0,6363.64
2766,5th Phase JP Nagar,1450.0,2.0,1.0,58.0,2.0,4000.0
2768,Sahakara Nagar,1150.0,2.0,1.0,54.0,2.0,4695.65
2769,Kanakpura Road,1843.0,3.0,2.0,95.84,3.0,5200.22
2770,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4.0,8863.64
2771,Bommanahalli,1090.0,3.0,2.0,44.0,2.0,4036.7
2772,Kaggadasapura,1132.0,2.0,2.0,42.0,2.0,3710.25
2773,Hulimavu,1375.0,2.0,2.0,80.0,2.0,5818.18
2775,Thanisandra,760.0,1.0,2.0,50.3,1.0,6618.42
2776,Kaggadasapura,1180.0,2.0,2.0,65.0,2.0,5508.47
2777,Jigani,918.0,2.0,2.0,45.0,2.0,4901.96
2779,Margondanahalli,1200.0,1.0,0.0,53.0,2.0,4416.67
2780,HSR Layout,1372.0,2.0,1.0,61.0,2.0,4446.06
2782,Ardendale,1728.0,3.0,2.0,95.0,3.0,5497.69
2784,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2.0,6666.67
2785,6th Phase JP Nagar,1280.0,2.0,2.0,56.0,2.0,4375.0
2787,Other,1455.0,2.0,2.0,56.0,3.0,3848.8
2788,Rachenahalli,440.0,1.0,0.0,28.0,1.0,6363.64
2789,Kanakpura Road,1500.0,3.0,2.0,97.0,3.0,6466.67
2790,Whitefield,1800.0,3.0,2.0,110.0,3.0,6111.11
2791,Mysore Road,1525.0,3.0,2.0,96.0,3.0,6295.08
2792,Rachenahalli,1204.0,2.0,3.0,38.5,2.0,3197.67
2793,Old Madras Road,1225.0,2.0,1.0,53.55,2.0,4371.43
2795,Bannerghatta Road,1650.0,3.0,2.0,122.0,3.0,7393.94
2796,Electronic City,880.0,2.0,1.0,18.0,3.0,2045.45
2798,Other,1200.0,2.0,0.0,55.0,2.0,4583.33
2800,9th Phase JP Nagar,1005.0,2.0,1.0,42.0,2.0,4179.1
2801,Whitefield,1562.0,3.0,2.0,103.0,3.0,6594.11
2804,Ramamurthy Nagar,1200.0,2.0,3.0,42.0,2.0,3500.0
2805,Kasavanhalli,1555.0,3.0,2.0,82.5,3.0,5305.47
2806,KR Puram,1550.0,2.0,1.0,71.0,2.0,4580.65
2807,Whitefield,1190.0,2.0,2.0,67.0,2.0,5630.25
2808,Chikkalasandra,1070.0,2.0,2.0,50.0,2.0,4672.9
2809,Sarjapur  Road,1200.0,2.0,2.0,28.785,2.0,2398.75
2810,Jalahalli East,1020.0,2.0,1.0,42.48,2.0,4164.71
2811,Yelahanka,1610.0,3.0,1.0,115.0,3.0,7142.86
2812,Other,700.0,1.0,1.0,41.0,1.0,5857.14
2813,Other,1300.0,2.0,1.0,49.0,3.0,3769.23
2814,Hebbal,1420.0,2.0,1.0,123.0,2.0,8661.97
2816,Hebbal,1069.0,3.0,2.0,65.4,3.0,6117.87
2817,Marathahalli,1900.0,3.0,3.0,123.0,3.0,6473.68
2818,Old Airport Road,1655.0,2.0,1.0,97.65,2.0,5900.3
2819,Uttarahalli,1155.0,2.0,2.0,40.42,2.0,3499.57
2820,Sarjapur  Road,1300.0,2.0,2.0,70.0,3.0,5384.62
2821,Electronic City,1100.0,2.0,2.0,45.0,2.0,4090.91
2822,Doddathoguru,1030.0,2.0,2.0,42.0,2.0,4077.67
2823,Vittasandra,2105.0,2.0,1.0,70.2,2.0,3334.92
2824,Bhoganhalli,1700.0,3.0,2.0,126.0,3.0,7411.76
2825,Jakkur,1760.0,3.0,2.0,139.0,3.0,7897.73
2827,Other,1400.0,2.0,1.0,67.0,2.0,4785.71
2828,Other,1200.0,2.0,0.0,53.0,2.0,4416.67
2829,Bannerghatta Road,912.0,2.0,1.0,55.0,2.0,6030.7
2830,Whitefield,1102.0,2.0,1.0,48.0,2.0,4355.72
2831,Other,1535.0,3.0,1.0,55.0,3.0,3583.06
2832,Haralur Road,1243.0,2.0,2.0,46.0,2.0,3700.72
2833,Jigani,918.0,2.0,2.0,63.2,2.0,6884.53
2834,Begur Road,1500.0,2.0,3.0,70.0,3.0,4666.67
2836,Kasavanhalli,1476.0,3.0,0.0,89.0,3.0,6029.81
2837,Mysore Road,1200.0,2.0,3.0,65.0,2.0,5416.67
2838,Vijayanagar,606.0,1.0,0.0,34.78,1.0,5739.27
2839,Other,1100.0,2.0,3.0,61.0,2.0,5545.45
2840,Garudachar Palya,1295.0,2.0,1.0,59.5,3.0,4594.59
2841,Other,527.0,1.0,0.0,26.0,1.0,4933.59
2842,OMBR Layout,1300.0,2.0,2.0,80.0,2.0,6153.85
2843,Bommanahalli,680.0,4.0,1.0,68.0,3.0,10000.0
2844,Other,1260.0,1.0,0.0,41.0,1.0,3253.97
2845,Koramangala,1140.0,2.0,1.0,75.2,2.0,6596.49
2846,Other,1500.0,1.0,0.0,37.5,1.0,2500.0
2847,Whitefield,2321.0,4.0,1.0,128.0,3.0,5514.86
2848,Sarjapur  Road,1390.0,2.0,2.0,62.0,2.0,4460.43
2849,Sarjapur  Road,1725.0,3.0,3.0,90.0,3.0,5217.39
2851,Hennur Road,1186.0,2.0,1.0,63.0,3.0,5311.97
2852,Kanakpura Road,1230.0,2.0,1.0,85.0,2.0,6910.57
2853,Other,600.0,1.0,1.0,17.0,1.0,2833.33
2854,Yeshwanthpur,1313.0,3.0,1.0,96.0,3.0,7311.5
2855,TC Palaya,900.0,2.0,0.0,55.0,2.0,6111.11
2856,Ambalipura,1250.0,2.0,2.0,66.25,2.0,5300.0
2858,Binny Pete,660.0,1.0,1.0,54.0,1.0,8181.82
2859,Basavangudi,1036.0,2.0,2.0,105.0,2.0,10135.14
2861,Old Madras Road,1100.0,2.0,1.0,70.0,2.0,6363.64
2862,Devanahalli,1500.0,2.0,2.0,46.8,2.0,3120.0
2865,Electronics City Phase 1,1015.0,2.0,1.0,56.0,2.0,5517.24
2866,Gottigere,812.0,1.0,0.0,26.0,1.0,3201.97
2867,Other,1360.0,2.0,2.0,65.0,3.0,4779.41
2868,Other,2167.0,3.0,3.0,170.0,3.0,7844.95
2869,Raja Rajeshwari Nagar,1200.0,2.0,1.0,35.0,2.0,2916.67
2870,Other,1165.0,2.0,2.0,75.0,2.0,6437.77
2871,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2.0,5494.51
2872,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.02,2.0,3390.1
2874,Thubarahalli,1626.0,2.0,2.0,120.0,3.0,7380.07
2875,Banashankari Stage V,1035.0,2.0,2.0,35.77,2.0,3456.04
2876,Other,1272.0,4.0,0.0,75.0,3.0,5896.23
2877,Other,965.0,2.0,1.0,45.0,2.0,4663.21
2879,Kothannur,1070.0,2.0,1.0,42.79,2.0,3999.07
2880,Raja Rajeshwari Nagar,1570.0,2.0,2.0,65.0,3.0,4140.13
2882,Other,780.0,2.0,2.0,25.0,2.0,3205.13
2883,Other,1000.0,2.0,1.0,65.0,3.0,6500.0
2886,5th Phase JP Nagar,1700.0,2.0,3.0,100.0,3.0,5882.35
2887,Haralur Road,1850.0,3.0,2.0,110.0,3.0,5945.95
2888,Kereguddadahalli,904.0,2.0,1.0,30.0,2.0,3318.58
2889,Other,1121.0,2.0,1.0,43.72,2.0,3900.09
2890,7th Phase JP Nagar,1385.0,2.0,2.0,58.17,3.0,4200.0
2891,Sahakara Nagar,1270.0,2.0,1.0,69.85,2.0,5500.0
2892,Kanakpura Road,1450.0,3.0,3.0,56.0,3.0,3862.07
2894,Mahadevpura,730.0,1.0,1.0,35.0,1.0,4794.52
2895,Raja Rajeshwari Nagar,1580.0,3.0,3.0,53.56,3.0,3389.87
2896,Thanisandra,1111.0,2.0,1.0,50.0,2.0,4500.45
2897,Kengeri,1125.0,2.0,1.0,88.0,4.0,7822.22
2898,Varthur,977.0,2.0,2.0,36.0,2.0,3684.75
2899,Other,674.0,1.0,1.0,19.9,2.0,2952.52
2902,Jakkur,1290.0,2.0,1.0,100.0,2.0,7751.94
2904,Abbigere,795.0,2.0,1.0,32.54,2.0,4093.08
2905,Kanakpura Road,700.0,1.0,1.0,35.0,2.0,5000.0
2906,Other,1463.0,1.0,1.0,142.0,2.0,9706.08
2908,Other,1306.0,2.0,2.0,58.0,3.0,4441.04
2910,Other,1670.0,3.0,0.0,135.0,4.0,8083.83
2912,Marsur,1200.0,3.0,1.0,90.0,3.0,7500.0
2913,Dodda Nekkundi,1804.0,3.0,2.0,121.0,3.0,6707.32
2915,Hoskote,1225.0,3.0,1.0,40.0,3.0,3265.31
2916,Thanisandra,934.0,2.0,0.0,58.68,2.0,6282.66
2917,Bellandur,900.0,2.0,2.0,56.0,2.0,6222.22
2918,Binny Pete,1350.0,2.0,1.0,91.0,2.0,6740.74
2919,Kaggalipura,700.0,1.0,0.0,36.0,1.0,5142.86
2920,Mysore Road,980.0,2.0,0.0,35.175,2.0,3589.29
2921,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2.0,3999.14
2922,Hennur Road,1680.0,3.0,2.0,99.27,3.0,5908.93
2923,Other,1043.0,2.0,2.0,55.0,2.0,5273.25
2924,Hoskote,1200.0,4.0,1.0,120.0,4.0,10000.0
2925,Hebbal,1040.0,2.0,2.0,46.0,2.0,4423.08
2926,Other,1357.0,2.0,2.0,65.0,3.0,4789.98
2928,Other,1225.0,2.0,2.0,47.0,2.0,3836.73
2930,Yelachenahalli,1130.0,2.0,2.0,40.0,2.0,3539.82
2932,Sultan Palaya,1700.0,3.0,3.0,120.0,3.0,7058.82
2933,Doddathoguru,1549.0,3.0,2.0,65.0,3.0,4196.26
2934,Yeshwanthpur,1400.0,2.0,2.0,100.0,2.0,7142.86
2935,Dodda Nekkundi,1080.0,2.0,2.0,50.0,2.0,4629.63
2936,Ulsoor,1180.0,2.0,2.0,100.0,2.0,8474.58
2938,Domlur,1800.0,3.0,2.0,150.0,3.0,8333.33
2939,Haralur Road,1225.0,2.0,1.0,67.38,2.0,5500.41
2940,Other,890.0,1.0,1.0,75.0,1.0,8426.97
2941,Abbigere,1005.0,2.0,1.0,39.59,2.0,3939.3
2942,Whitefield,1320.0,2.0,1.0,95.0,2.0,7196.97
2943,Anandapura,1475.0,2.0,1.0,50.0,4.0,3389.83
2944,Kudlu Gate,1564.0,2.0,2.0,99.745,3.0,6377.56
2945,Other,1110.0,2.0,2.0,51.0,2.0,4594.59
2946,Other,1300.0,2.0,0.0,54.0,2.0,4153.85
2948,Electronic City,1128.0,2.0,1.0,65.35,2.0,5793.44
2949,Jakkur,1452.19,2.0,1.0,100.0,2.0,6886.15
2953,Sanjay nagar,630.0,1.0,1.0,35.0,2.0,5555.56
2954,Hosa Road,1243.0,2.0,2.0,48.5,2.0,3901.85
2955,Other,960.0,2.0,2.0,32.0,2.0,3333.33
2956,Other,1690.0,3.0,2.0,100.0,3.0,5917.16
2957,Whitefield,735.0,2.0,1.0,35.0,2.0,4761.9
2958,Banaswadi,1365.0,2.0,2.0,73.0,2.0,5347.99
2960,Hebbal,1420.0,2.0,1.0,99.39,2.0,6999.3
2961,Somasundara Palya,1570.0,3.0,3.0,68.0,3.0,4331.21
2962,Bisuvanahalli,850.0,1.0,1.0,32.0,2.0,3764.71
2963,7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3.0,6984.13
2964,Thigalarapalya,1418.0,2.0,2.0,104.0,2.0,7334.27
2965,Uttarahalli,1050.0,2.0,1.0,42.0,2.0,4000.0
2966,Hennur Road,1065.0,2.0,1.0,42.6,2.0,4000.0
2967,Ulsoor,1340.0,3.0,0.0,90.0,3.0,6716.42
2968,Yelahanka New Town,1610.0,3.0,2.0,92.0,3.0,5714.29
2969,Electronic City Phase II,1160.0,2.0,1.0,33.5,2.0,2887.93
2970,Kudlu,1092.0,2.0,2.0,44.0,2.0,4029.3
2971,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0,3936.35
2972,Yelahanka,1455.0,3.0,1.0,61.5,3.0,4226.8
2973,Abbigere,734.0,1.0,0.0,19.82,1.0,2700.27
2974,Other,799.0,2.0,1.0,38.0,2.0,4755.94
2975,Whitefield,1896.0,3.0,1.0,75.0,3.0,3955.7
2976,Ardendale,1100.0,2.0,1.0,48.0,2.0,4363.64
2977,Bellandur,1350.0,2.0,1.0,79.0,2.0,5851.85
2978,Other,1355.0,3.0,1.0,61.0,3.0,4501.85
2979,Electronic City,1128.0,2.0,1.0,65.0,2.0,5762.41
2980,Other,1350.0,2.0,0.0,90.0,2.0,6666.67
2982,Kasavanhalli,1493.0,3.0,2.0,82.0,3.0,5492.3
2983,8th Phase JP Nagar,1098.0,2.0,1.0,43.91,2.0,3999.09
2984,Banashankari,1900.0,2.0,1.0,170.0,3.0,8947.37
2985,Other,1460.0,3.0,2.0,88.0,3.0,6027.4
2988,Varthur,1091.0,2.0,1.0,32.0,2.0,2933.09
2989,Yelahanka,1180.0,2.0,3.0,42.0,2.0,3559.32
2990,Kanakpura Road,1366.0,3.0,1.0,76.85,2.0,5625.92
2991,Other,1685.0,3.0,2.0,95.0,3.0,5637.98
2992,Koramangala,1260.0,2.0,3.0,100.0,2.0,7936.51
2996,Whitefield,1346.0,2.0,1.0,96.17,2.0,7144.87
2997,Chandapura,630.0,1.0,0.0,13.86,1.0,2200.0
2998,Sarjapur  Road,1446.0,2.0,2.0,98.94,3.0,6842.32
2999,7th Phase JP Nagar,1850.0,3.0,2.0,140.0,3.0,7567.57
3001,Electronic City,755.0,1.0,1.0,34.0,2.0,4503.31
3003,Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0,3852.6
3006,Other,800.0,1.0,0.0,52.0,1.0,6500.0
3007,Rachenahalli,2250.0,3.0,1.0,195.0,3.0,8666.67
3008,Vijayanagar,1352.0,2.0,2.0,68.0,2.0,5029.59
3009,Thanisandra,2002.0,3.0,2.0,112.0,3.0,5594.41
3011,Kaval Byrasandra,1060.0,2.0,2.0,45.0,2.0,4245.28
3012,Kanakpura Road,1419.59,2.0,1.0,59.0,3.0,4156.13
3013,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.15,2.0,4276.76
3014,Electronic City,1220.0,2.0,2.0,35.24,3.0,2888.52
3015,Electronics City Phase 1,1595.0,3.0,2.0,75.0,3.0,4702.19
3016,Banashankari,1260.0,2.0,3.0,75.0,2.0,5952.38
3017,Hebbal,1100.0,2.0,2.0,47.0,2.0,4272.73
3018,Frazer Town,1550.0,2.0,2.0,140.0,2.0,9032.26
3019,Other,1180.0,2.0,3.0,52.0,2.0,4406.78
3021,Akshaya Nagar,1662.0,3.0,2.0,85.0,3.0,5114.32
3022,Hennur,1285.0,2.0,1.0,60.0,2.0,4669.26
3023,Akshaya Nagar,1080.0,4.0,1.0,75.0,4.0,6944.44
3024,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3.0,6390.98
3025,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.0,2.0,3382.66
3026,Whitefield,1410.0,3.0,2.0,43.71,3.0,3100.0
3027,Raja Rajeshwari Nagar,1560.0,2.0,2.0,62.4,3.0,4000.0
3029,Thanisandra,1634.0,3.0,3.0,78.0,3.0,4773.56
3031,Whitefield,1150.0,2.0,3.0,44.0,3.0,3826.09
3032,Other,1100.0,2.0,2.0,53.0,2.0,4818.18
3033,Yelahanka,1616.0,3.0,1.0,65.0,3.0,4022.28
3034,Nagavarapalya,1392.0,2.0,1.0,99.0,2.0,7112.07
3035,Jakkur,1798.0,3.0,1.0,120.0,3.0,6674.08
3036,Babusapalaya,1675.0,3.0,3.0,75.0,3.0,4477.61
3037,Other,792.0,2.0,1.0,70.0,2.0,8838.38
3040,Hebbal,1700.0,3.0,2.0,124.0,3.0,7294.12
3041,Hulimavu,1248.0,2.0,1.0,69.0,2.0,5528.85
3042,Other,1147.0,2.0,1.0,54.0,2.0,4707.93
3043,Sultan Palaya,1100.0,2.0,2.0,40.0,2.0,3636.36
3044,Vijayanagar,1527.0,3.0,2.0,115.0,3.0,7531.11
3046,Kanakpura Road,525.0,1.0,1.0,25.0,1.0,4761.9
3047,Kaggadasapura,1100.0,2.0,3.0,58.0,2.0,5272.73
3048,Seegehalli,1118.0,2.0,2.0,37.5,2.0,3354.2
3049,Kanakapura,1476.0,3.0,1.0,75.0,3.0,5081.3
3050,Other,2100.0,3.0,1.0,75.0,3.0,3571.43
3051,Other,1215.0,2.0,2.0,46.5,3.0,3827.16
3052,Ambalipura,1332.0,2.0,1.0,79.0,2.0,5930.93
3053,Hennur Road,1350.0,2.0,3.0,49.0,2.0,3629.63
3055,Haralur Road,1243.0,2.0,2.0,46.0,2.0,3700.72
3056,NGR Layout,1105.0,2.0,2.0,49.73,2.0,4500.45
3058,Kasavanhalli,1200.0,2.0,2.0,50.0,2.0,4166.67
3059,Ramagondanahalli,1251.0,2.0,1.0,47.4,2.0,3788.97
3060,Kambipura,883.0,2.0,1.0,45.0,2.0,5096.26
3061,Pai Layout,1400.0,2.0,3.0,67.0,3.0,4785.71
3063,Hegde Nagar,1703.0,3.0,2.0,113.0,3.0,6635.35
3065,Varthur,1250.0,3.0,2.0,71.0,3.0,5680.0
3066,Jigani,933.0,2.0,2.0,43.0,2.0,4608.79
3067,Other,461.82,1.0,1.0,31.7,1.0,6864.15
3068,Brookefield,1262.0,2.0,1.0,75.0,2.0,5942.95
3069,Yelahanka,915.0,2.0,2.0,48.0,2.0,5245.9
3070,Panathur,1370.0,2.0,2.0,61.5,3.0,4489.05
3071,Malleshpalya,1210.0,2.0,3.0,55.0,2.0,4545.45
3073,Other,1500.0,2.0,0.0,85.0,3.0,5666.67
3074,Other,1065.0,2.0,3.0,50.0,2.0,4694.84
3076,Ramamurthy Nagar,1515.0,3.0,3.0,65.0,3.0,4290.43
3077,Sarjapura - Attibele Road,1800.0,4.0,2.0,110.0,4.0,6111.11
3078,Thanisandra,1445.0,2.0,3.0,40.31,3.0,2789.62
3079,Uttarahalli,1300.0,2.0,1.0,55.0,3.0,4230.77
3080,Vijayanagar,989.0,2.0,0.0,60.0,2.0,6066.73
3081,Jakkur,1300.0,2.0,1.0,85.0,2.0,6538.46
3082,Chandapura,1185.0,2.0,2.0,30.22,3.0,2550.21
3084,Marathahalli,1045.0,2.0,3.0,60.0,2.0,5741.63
3085,Other,1205.0,2.0,2.0,42.18,2.0,3500.41
3086,Other,1260.0,2.0,1.0,75.0,2.0,5952.38
3088,Ulsoor,1500.0,2.0,2.0,125.0,3.0,8333.33
3089,Bommanahalli,1250.0,2.0,2.0,42.5,3.0,3400.0
3090,Other,1199.0,2.0,2.0,50.0,2.0,4170.14
3091,Hennur Road,1385.0,2.0,1.0,83.09,2.0,5999.28
3093,Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2.0,6527.42
3094,Sarjapur  Road,2180.0,3.0,2.0,170.0,3.0,7798.17
3098,Hulimavu,1818.0,3.0,1.0,135.0,3.0,7425.74
3099,Other,1070.0,2.0,2.0,33.0,2.0,3084.11
3101,Nagarbhavi,1350.0,2.0,2.0,54.6,3.0,4044.44
3102,Chandapura,630.0,1.0,1.0,27.0,2.0,4285.71
3103,Hoodi,1430.0,2.0,2.0,113.0,2.0,7902.1
3106,Sarjapur  Road,1084.0,2.0,3.0,55.0,2.0,5073.8
3107,Hennur Road,1186.0,2.0,1.0,56.0,3.0,4721.75
3108,Kengeri,1255.0,2.0,2.0,50.0,2.0,3984.06
3110,Hosa Road,1541.0,3.0,1.0,69.84,3.0,4532.12
3112,Raja Rajeshwari Nagar,1295.0,2.0,2.0,70.0,2.0,5405.41
3115,7th Phase JP Nagar,1370.0,2.0,2.0,54.79,3.0,3999.27
3116,Electronic City,1100.0,2.0,1.0,40.0,2.0,3636.36
3119,7th Phase JP Nagar,1370.0,2.0,1.0,54.79,3.0,3999.27
3120,JP Nagar,1200.0,2.0,2.0,62.0,2.0,5166.67
3121,Gunjur,2000.0,3.0,0.0,95.0,4.0,4750.0
3125,Sarjapur  Road,1220.0,3.0,2.0,62.0,3.0,5081.97
3126,Other,1950.0,3.0,2.0,130.0,3.0,6666.67
3127,Somasundara Palya,1178.0,2.0,3.0,73.0,2.0,6196.94
3128,Dasanapura,1286.0,3.0,2.0,61.44,3.0,4777.6
3129,Begur Road,1160.0,2.0,2.0,42.0,2.0,3620.69
3130,Jigani,918.0,2.0,2.0,55.0,2.0,5991.29
3131,Electronic City,1563.0,3.0,2.0,91.84,3.0,5875.88
3132,Other,1326.0,2.0,1.0,62.17,2.0,4688.54
3135,Begur Road,1240.0,2.0,2.0,39.06,2.0,3150.0
3136,Kaggadasapura,1325.0,2.0,2.0,50.0,2.0,3773.58
3137,Sonnenahalli,1100.0,2.0,1.0,44.0,2.0,4000.0
3139,Gollarapalya Hosahalli,1605.0,3.0,2.0,50.0,3.0,3115.26
3141,Somasundara Palya,1260.0,2.0,1.0,60.0,2.0,4761.9
3142,Hoodi,1553.0,3.0,2.0,83.09,3.0,5350.29
3143,Whitefield,1280.0,2.0,2.0,52.0,2.0,4062.5
3144,Hebbal,1550.0,2.0,2.0,75.0,3.0,4838.71
3145,Arekere,1445.0,2.0,2.0,125.0,3.0,8650.52
3146,Murugeshpalya,1550.0,3.0,2.0,74.0,3.0,4774.19
3147,Electronics City Phase 1,1515.0,2.0,1.0,80.91,3.0,5340.59
3148,Hosa Road,1332.0,2.0,1.0,86.12,3.0,6465.47
3149,Electronic City,1652.0,3.0,2.0,70.0,3.0,4237.29
3150,Hegde Nagar,1570.0,3.0,1.0,105.0,3.0,6687.9
3152,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1.0,7556.68
3153,Seegehalli,1200.0,2.0,0.0,62.0,3.0,5166.67
3159,Sarjapur  Road,1750.0,3.0,2.0,110.0,3.0,6285.71
3160,Hebbal,1053.0,2.0,1.0,48.0,2.0,4558.4
3161,Kanakpura Road,1100.0,3.0,2.0,53.0,3.0,4818.18
3162,Kadubeesanahalli,1665.0,3.0,3.0,70.0,3.0,4204.2
3165,Bommasandra,1447.0,3.0,2.0,80.0,3.0,5528.68
3166,Balagere,1012.0,2.0,1.0,75.0,2.0,7411.07
3167,Malleshpalya,1900.0,3.0,2.0,60.0,3.0,3157.89
3168,Other,1308.0,2.0,2.0,92.66,2.0,7084.1
3170,Hormavu,1351.0,2.0,1.0,53.0,1.0,3923.02
3171,Electronic City,1000.0,2.0,2.0,22.0,2.0,2200.0
3173,Gunjur,1140.0,2.0,2.0,49.11,2.0,4307.89
3175,Uttarahalli,1250.0,2.0,1.0,55.0,3.0,4400.0
3176,Kanakapura,1290.0,3.0,3.0,45.15,3.0,3500.0
3177,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2.0,6320.22
3178,Garudachar Palya,1320.0,2.0,2.0,60.6,3.0,4590.91
3179,Akshaya Nagar,1662.0,3.0,2.0,85.5,3.0,5144.4
3181,Begur Road,1200.0,2.0,2.0,45.0,2.0,3750.0
3183,Garudachar Palya,1295.0,2.0,2.0,59.5,3.0,4594.59
3184,Battarahalli,1777.0,3.0,2.0,100.0,3.0,5627.46
3185,Kadugodi,1900.0,3.0,2.0,108.0,3.0,5684.21
3186,Anandapura,1576.0,3.0,2.0,59.1,3.0,3750.0
3187,Sompura,1020.0,2.0,3.0,41.0,2.0,4019.61
3188,Other,2100.0,3.0,3.0,170.0,3.0,8095.24
3189,Raja Rajeshwari Nagar,648.0,1.0,1.0,31.75,1.0,4899.69
3190,Other,1167.0,2.0,1.0,38.0,3.0,3256.21
3192,Hoodi,1220.0,2.0,2.0,50.89,2.0,4171.31
3194,Vittasandra,1259.0,2.0,1.0,67.4,2.0,5353.46
3195,Gottigere,2000.0,4.0,2.0,82.0,4.0,4100.0
3196,8th Phase JP Nagar,1800.0,3.0,1.0,80.0,3.0,4444.44
3197,Other,1991.0,3.0,2.0,160.0,3.0,8036.16
3198,Bannerghatta,1665.0,3.0,3.0,110.0,3.0,6606.61
3199,Other,1234.0,2.0,1.0,61.0,2.0,4943.27
3200,Mysore Road,1340.0,2.0,2.0,64.31,3.0,4799.25
3201,Banashankari,1170.0,2.0,2.0,46.79,2.0,3999.15
3202,Electronics City Phase 1,995.0,2.0,0.0,46.0,2.0,4623.12
3203,Old Airport Road,1075.0,2.0,2.0,60.0,2.0,5581.4
3204,Electronic City,1025.0,2.0,1.0,54.5,2.0,5317.07
3206,Thanisandra,2000.0,3.0,2.0,99.0,3.0,4950.0
3208,Mallasandra,1325.0,2.0,2.0,70.0,2.0,5283.02
3209,Kadugodi,1314.0,2.0,3.0,68.2,2.0,5190.26
3210,Kanakpura Road,2265.0,3.0,2.0,136.0,3.0,6004.42
